,reaction_id,galactose,acetate,pyruvate,glycerol,fructose,succinate,glucose
1709,GLYAT,8.51071580935e-06,1.37423642706e-05,1.05444912011e-05,8.85528843148e-06,1.0555e-05,1.06119353101e-05,1.31187331844e-05
1710,GLYAT_reverse,8.51071580935e-06,1.37423642706e-05,1.05444912011e-05,8.85528843148e-06,1.0555e-05,1.06119353101e-05,1.31187331844e-05
1711,GLYBabcpp,2.83970117097e-05,8.93610481846e-06,1.54362549499e-05,1.93977754699e-05,7.79980108654e-06,1.9341114671e-05,1.40232303098e-05
1712,GLYBt2pp,1.29887222722e-05,6.422e-06,5.109e-06,9.65838800502e-06,2.10419008621e-05,1.21924941166e-05,2.60824137232e-05
1713,GLYBtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1714,GLYBtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1715,GLYC2Pabcpp,3.70300637001e-05,1.96036955521e-05,2.03855063257e-05,1.78664070817e-05,9.57639311877e-06,1.99226203628e-05,1.17051383758e-05
1716,GLYC2Ptex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1717,GLYC2Ptex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1718,GLYC3Pabcpp,3.70300637001e-05,1.96036955521e-05,2.03855063257e-05,1.78664070817e-05,9.57639311877e-06,1.99226203628e-05,1.17051383758e-05
1719,GLYC3Pt6pp,5.90748805928e-06,5.61248470778e-06,8.55281470378e-06,3.95708990305e-05,4.64928031758e-06,6.20933025559e-06,4.76371865516e-06
1720,GLYC3Ptex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1721,GLYC3Ptex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1722,GLYCAt2rpp,,,,,,,
1723,GLYCAt2rpp_reverse,,,,,,,
1724,GLYCAtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1725,GLYCAtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1726,GLYCDx,4.51829319358e-06,4.77089651109e-06,3.30691816254e-06,2.62094019394e-06,1.13720852827e-06,1.8558815463e-06,3.6723841783e-06
1727,GLYCK,,,,,,,
1728,GLYCK2,,,,,,,
1729,GLYCL,0.00112469009466,0.00108548091549,0.00255813802511,0.00111831059872,0.00135527515163,0.00154370175163,0.00125650018423
1730,GLYCLTDx,0.000147162050901,0.000122212878052,0.000159623183813,0.000144716506755,0.000165343326377,0.000146007159612,0.000176020251339
1731,GLYCLTDy,0.000147162050901,0.000122212878052,0.000159623183813,0.000144716506755,0.000165343326377,0.000146007159612,0.000176020251339
1732,GLYCLTt2rpp,3.66112883395e-06,5.18592159427e-06,2.09911874823e-07,8.24320087099e-07,9.01476787202e-08,8.24e-07,1.05440336581e-07
1733,GLYCLTt2rpp_reverse,3.66112883395e-06,5.18592159427e-06,2.09911874823e-07,8.24320087099e-07,9.01476787202e-08,8.24e-07,1.05440336581e-07
1734,GLYCLTt4pp,9.14004868219e-05,4.34865233658e-05,3.20434948639e-05,2.79645675197e-05,8.82367419304e-06,7.29250609938e-05,4.24268530284e-06
1735,GLYCLTtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1736,GLYCLTtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1737,GLYCTO2,2.95402326443e-06,1.0679508196e-05,1.28084617688e-06,2.67920339793e-06,4.32521490481e-06,4.29691999575e-06,3.21346300045e-06
1738,GLYCTO3,2.95402326443e-06,1.0679508196e-05,1.28084617688e-06,2.67920339793e-06,4.32521490481e-06,4.29691999575e-06,3.21346300045e-06
1739,GLYCTO4,2.95402326443e-06,1.0679508196e-05,1.28084617688e-06,2.67920339793e-06,4.32521490481e-06,4.29691999575e-06,3.21346300045e-06
1740,GLYCtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1741,GLYCtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1742,GLYCtpp,5.24552313719e-06,4.58353851822e-06,4.94274199453e-06,7.31616153674e-05,3.91135839918e-06,2.96568980404e-06,2.40925176985e-06
1743,GLYCtpp_reverse,5.24552313719e-06,4.58353851822e-06,4.94274199453e-06,7.31616153674e-05,3.91135839918e-06,2.96568980404e-06,2.40925176985e-06
1744,GLYK,5.30479181097e-05,6.48442063255e-05,6.92408524075e-05,0.0029857539,4.05808073185e-05,6.25282168154e-05,4.94141473594e-05
1745,GLYOX,1.58924169845e-05,2.2312e-05,1.35418154068e-05,1.4889158514e-05,9.99637698559e-06,1.59197695661e-05,1.4219e-05
1746,GLYOX3,,,,,,,
1747,GLYTRS,0.0004302813,0.000398681005762,0.0004965776,0.000473636414032,0.0005224377,0.0004639417,0.0004988161
1748,GLYt2pp_copy1,3.13752794374e-05,4.34468775691e-05,4.6707e-05,3.13566064764e-05,2.84734321573e-05,4.6893e-05,1.64748612703e-05
1749,GLYt2pp_copy2,,,,,,,
1750,GLYt2pp_copy2_reverse,,,,,,,
1751,GLYt4pp,,,,,,,
1752,GLYtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1753,GLYtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1754,GMAND,,,,,,,
1755,GMHEPAT,7.20142097751e-05,4.73542165924e-05,7.26978251833e-05,7.20984780617e-05,7.15020745091e-05,6.63772566518e-05,7.25143286912e-05
1756,GMHEPK,7.20142097751e-05,4.73542165924e-05,7.26978251833e-05,7.20984780617e-05,7.15020745091e-05,6.63772566518e-05,7.25143286912e-05
1757,GMHEPPA,1.19831516877e-05,1.27264677811e-05,1.07024017445e-05,1.12952640952e-05,1.15178185547e-05,9.07972927738e-06,1.1917e-05
1758,GMPR,6.20471677614e-05,5.3166905072e-05,9.15884734556e-05,8.18426675824e-05,7.40237221085e-05,8.43752214065e-05,7.58207730852e-05
1759,GMPS2,0.000173057,0.0001787047,0.0001937136,0.00025922,0.0002985704,0.0002814564,0.0004024111
1760,GMPtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1761,GMPtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1762,GND,0.000562718,0.0006196119,0.0007255693,0.0008175353,0.0009030007,0.0008057013,0.0012861784
1763,GNK,2.368643569e-06,4.13528826017e-07,9.69297467226e-07,9.49636902791e-07,1.7990542324e-06,2.24840349555e-06,1.09987547263e-06
1764,GOFUCR,,,,,,,
1765,GP4GH,2.56108958664e-06,3.45645161207e-06,2.85929618816e-06,2.43684050698e-06,1.64773916871e-06,2.4373538035e-06,3.17021578008e-06
1766,GPDDA1,1.23595704554e-05,1.19880740446e-05,1.0809451652e-05,1.31524992566e-05,9.26939320379e-06,1.2517e-05,9.45271337541e-06
1767,GPDDA1pp,3.89471791434e-06,8.262e-06,7.10864880894e-06,4.85471554907e-05,5.74355023024e-06,5.12693649793e-06,1.1882e-05
1768,GPDDA2,1.23595704554e-05,1.19880740446e-05,1.0809451652e-05,1.31524992566e-05,9.26939320379e-06,1.2517e-05,9.45271337541e-06
1769,GPDDA2pp,3.89471791434e-06,8.262e-06,7.10864880894e-06,4.85471554907e-05,5.74355023024e-06,5.12693649793e-06,1.1882e-05
1770,GPDDA3,1.23595704554e-05,1.19880740446e-05,1.0809451652e-05,1.31524992566e-05,9.26939320379e-06,1.2517e-05,9.45271337541e-06
1771,GPDDA3pp,3.89471791434e-06,8.262e-06,7.10864880894e-06,4.85471554907e-05,5.74355023024e-06,5.12693649793e-06,1.1882e-05
1772,GPDDA4,1.23595704554e-05,1.19880740446e-05,1.0809451652e-05,1.31524992566e-05,9.26939320379e-06,1.2517e-05,9.45271337541e-06
1773,GPDDA4pp,3.89471791434e-06,8.262e-06,7.10864880894e-06,4.85471554907e-05,5.74355023024e-06,5.12693649793e-06,1.1882e-05
1774,GPDDA5,1.23595704554e-05,1.19880740446e-05,1.0809451652e-05,1.31524992566e-05,9.26939320379e-06,1.2517e-05,9.45271337541e-06
1775,GPDDA5pp,3.89471791434e-06,8.262e-06,7.10864880894e-06,4.85471554907e-05,5.74355023024e-06,5.12693649793e-06,1.1882e-05
1776,GRTT,1.16427677291e-07,5.24179243302e-07,4e-07,3.81274570606e-07,2.53674990228e-07,3.06091661559e-07,6.35342503756e-07
1777,GRXR,0.000468440253819,0.000278308636927,0.000297398030651,0.00030489616314,0.000294505544529,0.000315847078891,0.000333035874474
1778,GSNK,1.99889061985e-06,1.85389478932e-06,2.513e-06,1.544e-06,3.39582056497e-06,2.73181632531e-06,3.92044875875e-06
1779,GSNt2pp,,,,,,,
1780,GSNtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1781,GSNtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1782,GSPMDA,1.04033834158e-05,1.04360820778e-05,9.67927709566e-06,1.11556643371e-05,1.95671586396e-05,8.214e-06,2.29345907658e-05
1783,GSPMDS,1.04033834158e-05,1.04360820778e-05,9.67927709566e-06,1.11556643371e-05,1.95671586396e-05,8.214e-06,2.29345907658e-05
1784,GTHOXtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1785,GTHOXtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1786,GTHOr,0.0001077607,8.16682649105e-05,9.51220594364e-05,9.26351278599e-05,9.39945526369e-05,0.0001016794,8.51920549183e-05
1787,GTHOr_reverse,0.0001077607,8.16682649105e-05,9.51220594364e-05,9.26351278599e-05,9.39945526369e-05,0.0001016794,8.51920549183e-05
1788,GTHPi,6.14767813681e-05,5.46814606677e-05,3.03095824088e-05,4.62095983421e-05,2.70931969887e-05,3.5050869789e-05,4.20058902232e-05
1789,GTHRDHpp,2.96048691792e-05,2.06625048838e-05,2.64753040013e-05,3.287e-05,1.5178529701e-05,2.65578991278e-05,1.88448595848e-05
1790,GTHRDabc2pp,9.51853298282e-06,1.18387589868e-05,2.24035222561e-05,1.87534739868e-05,2.05004705679e-05,1.2421967825e-05,1.5500915534e-05
1791,GTHRDabcpp,5.1045888819e-06,4.80314768713e-06,5.30134424343e-06,4.92956841638e-06,6.23322803279e-06,6.05861809682e-06,5.19654819646e-06
1792,GTHRDtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1793,GTHRDtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1794,GTHS,8.76671527364e-05,8.68204701502e-05,7.68142034312e-05,7.82296424503e-05,7.69445846604e-05,7.72323291657e-05,8.05826325069e-05
1795,GTPCI,0.0001959608,0.0001586389,0.0002550136,0.0003238429,0.0003715212,0.0002539526,0.0006236985
1796,GTPCII2,6.61608082815e-06,9.18823543264e-06,1.19626974806e-05,1.06956779332e-05,9.37308575686e-06,7.84609505473e-06,1.20162253579e-05
1797,GTPDPDP,3.86430942596e-06,2.49220498937e-06,4.31065028307e-06,3.155408792e-06,3.63981911967e-06,3.87305019157e-06,5.86639381047e-06
1798,GTPDPK,8.97788162414e-06,9.59180986665e-06,1.35853205428e-05,9.45162311677e-06,1.03832870602e-05,7.85067395775e-06,9.55583253515e-06
1799,GTPHs,,,,,,,
1800,GTPtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1801,GTPtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1802,GUACYC,,,,,,,
1803,GUAD,3.92399241961e-07,1.85774106832e-07,1.0315409577e-07,5.83229763851e-07,,2.43e-07,4.78059836963e-07
1804,GUAPRT,9.58857048446e-05,0.00011744078091,0.000146117639206,0.000147397840854,0.000125891301805,0.000134429926559,0.000147496730154
1805,GUAt2pp,,,,,,,
1806,GUAtex,3.80454683871e-05,4.61438177474e-05,4.90237939785e-05,4.81232063861e-05,7.16945697124e-05,6.94441223883e-05,7.90862895353e-05
1807,GUAtex_reverse,3.80454683871e-05,4.61438177474e-05,4.90237939785e-05,4.81232063861e-05,7.16945697124e-05,6.94441223883e-05,7.90862895353e-05
1808,GUAtpp,,,,,,,
1809,GUAtpp_reverse,,,,,,,
1810,GUI1,2.32708544433e-05,1.97735482648e-05,1.95445478742e-05,2.35112278948e-05,2.96654539933e-05,1.8606833388e-05,1.36711709958e-05
1811,GUI1_reverse,2.32708544433e-05,1.97735482648e-05,1.95445478742e-05,2.35112278948e-05,2.96654539933e-05,1.8606833388e-05,1.36711709958e-05
1812,GUI2,2.32708544433e-05,1.97735482648e-05,1.95445478742e-05,2.35112278948e-05,2.96654539933e-05,1.8606833388e-05,1.36711709958e-05
1813,GUI2_reverse,2.32708544433e-05,1.97735482648e-05,1.95445478742e-05,2.35112278948e-05,2.96654539933e-05,1.8606833388e-05,1.36711709958e-05
1814,GUR1PPpp,,,,,,,
1815,H2O2tex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1816,H2O2tex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1817,H2Otex,0.0108811459,0.0115900839,0.0109373608,0.0121145654,0.0096412987,0.0107728314,0.0119670427
1818,H2Otex_reverse,0.0108811459,0.0115900839,0.0109373608,0.0121145654,0.0096412987,0.0107728314,0.0119670427
1819,H2Otpp,,,,,,,
1820,H2Otpp_reverse,,,,,,,
1821,H2SO,,,,,,,
1822,H2St1pp,,,,,,,
1823,H2Stex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1824,H2Stex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1825,H2tex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1826,H2tex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1827,H2tpp,,,,,,,
1828,H2tpp_reverse,,,,,,,
1829,HACD1,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1830,HACD1_reverse,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1831,HACD2,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1832,HACD2_reverse,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1833,HACD3,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1834,HACD3_reverse,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1835,HACD4,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1836,HACD4_reverse,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1837,HACD5,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1838,HACD5_reverse,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1839,HACD6,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1840,HACD6_reverse,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1841,HACD7,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1842,HACD7_reverse,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1843,HACD8,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1844,HACD8_reverse,0.000219772746268,0.000122754121519,0.000181754988612,4.74159074021e-05,4.91192906478e-05,0.000149209265193,2.77616314097e-05
1845,HADPCOADH3,,,,,,,
1846,HADPCOADH3_reverse,,,,,,,
1847,HBZOPT,,,,,,,
1848,HCINNMt2rpp,,,,,,,
1849,HCINNMt2rpp_reverse,,,,,,,
1850,HCINNMtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1851,HCINNMtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1852,HCO3E,0.0001202919,0.0001166232,0.0001282104,0.0001227302,0.0001407808,0.0001129489,0.0001619495
1853,HCO3E_reverse,0.0001202919,0.0001166232,0.0001282104,0.0001227302,0.0001407808,0.0001129489,0.0001619495
1854,HCYSMT,7.47921798575e-06,6.35952898536e-06,5.58974591609e-06,5.687e-06,6.073923408e-06,4.04552959237e-06,8.954e-06
1855,HCYSMT2,7.47921798575e-06,6.35952898536e-06,5.58974591609e-06,5.687e-06,6.073923408e-06,4.04552959237e-06,8.954e-06
1856,HDCAtexi,0.0003631196,0.0002310951,0.0002402314,0.000122915,5.25102866475e-05,0.0002016391,4.06298529333e-05
1857,HDCEAtexi,0.0003631196,0.0002310951,0.0002402314,0.000122915,5.25102866475e-05,0.0002016391,4.06298529333e-05
1858,HEMEOS,,,,,,,
1859,HEPK1,,,,,,,
1860,HEPK2,3.9516672252e-07,1.62815975361e-07,3.43247317502e-07,3.46505093487e-07,3.44057743884e-07,1.92813907147e-07,2.06788389267e-07
1861,HEPT1,7.44558847916e-07,1.87876546796e-06,2.37735374091e-06,2.42e-06,,3.20762262991e-06,3.904e-06
1862,HEPT2,4.83949137821e-06,4.66293257742e-06,7.33266861505e-06,1.92478592181e-05,,8.96786055727e-06,1.3101937164e-05
1863,HEPT3,,,,,,,
1864,HEPT4,1.31120115657e-07,1.80767297446e-07,2.57858159043e-07,3.21336418707e-07,2.76e-07,2.2056271337e-07,1.93e-07
1865,HETZK,4.8554360571e-08,1.92598963598e-07,1.35919840025e-07,1.4434500248e-07,,8.9e-08,1.68572533532e-07
1866,HEX1,8.79956733134e-05,4.55655958147e-05,4.35683671715e-05,6.45309450573e-05,9.00147702671e-05,5.195806597e-05,3.05672691581e-05
1867,HEX4,,,,,,,
1868,HEX7,1.89793590286e-05,1.60658911302e-05,1.42566421238e-05,1.99337463128e-05,1.09338822654e-05,1.6644174028e-05,1.15565367028e-05
1869,HEXt2rpp,,,,,,,
1870,HEXt2rpp_reverse,,,,,,,
1871,HG2abcpp,8.53796412797e-07,7.48098790239e-07,1.50023227058e-06,9.46139923849e-07,1.92937017941e-06,4.45106074046e-07,1.57658357171e-06
1872,HG2t3pp,,,,,,,
1873,HG2tex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1874,HG2tex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1875,HISTD,0.0001452174,0.000107482,0.0001606601,0.0002164707,0.0001544281,0.0001236641,0.0002816391
1876,HISTP,0.0001266732,7.60802718966e-05,0.0001196153,0.0001747673,0.0001317685,0.0001138842,0.0001993887
1877,HISTRS,0.000116527,0.0001007777,0.0001116221,0.0001190673,0.0001333965,0.0001178022,0.0001574068
1878,HISabcpp,0.000420599776157,0.000269453583359,0.000454219605901,0.000365825999247,0.000389854104189,0.000370522600062,0.00055476514712
1879,HISt2rpp,4.89106295897e-06,9.45479083212e-06,1.11298010106e-05,1.31545907808e-05,1.1539e-05,1.09678600769e-05,1.75935159751e-05
1880,HISt2rpp_reverse,4.89106295897e-06,9.45479083212e-06,1.11298010106e-05,1.31545907808e-05,1.1539e-05,1.09678600769e-05,1.75935159751e-05
1881,HIStex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1882,HIStex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1883,HKNDDH,,,,,,,
1884,HKNTDH,,,,,,,
1885,HMBS,1.44713850489e-05,1.00190878769e-05,1.51836284675e-05,2.81097005234e-05,1.07787523437e-05,1.30173184911e-05,1.34372459396e-05
1886,HMPK1,6.19732870834e-06,1.06845417606e-05,8.95021304795e-06,1.15657986295e-05,4.21988640888e-06,6.23690134419e-06,4.239644131e-06
1887,HOMt2pp,,,,,,,
1888,HOMtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1889,HOMtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1890,HOPNTAL,6.58510147522e-07,8.03495026046e-07,3.98603748969e-07,6.33280343683e-07,9.18216104573e-07,7.7319920041e-07,8.34883218666e-07
1891,HPPK2,5.43075978766e-06,6.33444269782e-06,6.85239957585e-06,5.774e-06,,6.3063568698e-06,6.85431640123e-06
1892,HPPPNDO,,,,,,,
1893,HPPPNt2rpp,,,,,,,
1894,HPPPNt2rpp_reverse,,,,,,,
1895,HPPPNtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1896,HPPPNtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1897,HPYRI,2.6756054711e-09,8.35545056357e-09,8.2783233276e-09,7.27936980917e-09,,3.43784191345e-09,2.9253129465e-07
1898,HPYRI_reverse,2.6756054711e-09,8.35545056357e-09,8.2783233276e-09,7.27936980917e-09,,3.43784191345e-09,2.9253129465e-07
1899,HPYRRx,0.000147162050901,0.000122212878052,0.000159623183813,0.000144716506755,0.000165343326377,0.000146007159612,0.000176020251339
1900,HPYRRy,0.000147162050901,0.000122212878052,0.000159623183813,0.000144716506755,0.000165343326377,0.000146007159612,0.000176020251339
1901,HSDy,0.000454075620124,0.000446431933465,0.00185696631318,0.000831093735929,0.00151960816991,0.000693813589935,0.000954653868895
1902,HSDy_reverse,0.000454075620124,0.000446431933465,0.00185696631318,0.000831093735929,0.00151960816991,0.000693813589935,0.000954653868895
1903,HSK,2.33442088075e-05,2.79795745457e-05,5.69392691371e-05,2.834e-05,4.07106443041e-05,2.62637957517e-05,3.53931668906e-05
1904,HSST,6.79655593189e-05,3.84751353163e-05,5.81054193364e-05,6.24495051095e-05,7.6658905485e-05,7.73908483047e-05,0.0001701068
1905,HSTPT,0.000129291,5.61904790475e-05,7.98665008366e-05,0.0001210912,0.0001018263,8.41655141168e-05,0.0001536255
1906,HXAND,1.8e-07,7.09218477002e-08,2.71155202895e-07,5.72785430041e-07,,3.60679879928e-07,5.65365326432e-07
1907,HXAtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1908,HXAtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1909,HXCT,,,,,,,
1910,HXPRT,9.58857048446e-05,0.00011744078091,0.000146117639206,0.000147397840854,0.000125891301805,0.000134429926559,0.000147496730154
1911,HYD1pp,6.11499499247e-07,1.07194356908e-05,1.15547763581e-06,3.34143126802e-06,7.76220095032e-07,2.59605384032e-06,1.02928111892e-05
1912,HYD2pp,4.65023842041e-07,1.06696777107e-05,1.04430409154e-06,3.12220536188e-06,3.85168478672e-07,2.2716075643e-06,1.01673149555e-05
1913,HYD3pp,4.65023842041e-07,1.06696777107e-05,1.04430409154e-06,3.12220536188e-06,3.85168478672e-07,2.2716075643e-06,1.01673149555e-05
1914,HYPOE,,,,,,,
1915,HYXNtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1916,HYXNtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1917,HYXNtpp,,,,,,,
1918,HYXNtpp_reverse,,,,,,,
1919,Htex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1920,Htex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1921,I2FE2SR,0.001172463,0.0011415929,0.0010838578,0.001298475,0.0014052987,0.0009301247,0.0013245432
1922,I2FE2SS,0.00117371847579,0.0011443264514,0.00108640491864,0.001300701,0.00140828837154,0.000932038902696,0.00132882904858
1923,I2FE2SS2,0.00117371847579,0.0011443264514,0.00108640491864,0.001300701,0.00140828837154,0.000932038902696,0.00132882904858
1924,I2FE2ST,0.000264442232426,0.000224942399476,0.000209402769711,0.000263952860003,0.000325782813552,0.000200862441746,0.000261126201098
1925,I4FE4SR,0.000244065,0.0002064775,0.0001922762,0.000237751,0.0002907386,0.0001725328,0.0002314179
1926,I4FE4ST,0.000264442232426,0.000224942399476,0.000209402769711,0.000263952860003,0.000325782813552,0.000200862441746,0.000261126201098
1927,ICDHyr,0.0022684212,0.0030086594,0.0032644247,0.0021447206,0.0018434688,0.0025095658,0.0027297498
1928,ICDHyr_reverse,0.0022684212,0.0030086594,0.0032644247,0.0021447206,0.0018434688,0.0025095658,0.0027297498
1929,ICHORS_copy1,2.73141150049e-07,3.29666595894e-07,2.82681104363e-07,1.61729640675e-07,1.75747214377e-07,2.56796061376e-07,2.17734125279e-07
1930,ICHORS_copy1_reverse,2.73141150049e-07,3.29666595894e-07,2.82681104363e-07,1.61729640675e-07,1.75747214377e-07,2.56796061376e-07,2.17734125279e-07
1931,ICHORS_copy2,1.93842078134e-06,6.83505723366e-06,7.24052068104e-06,4.96627571965e-06,5.32854029099e-06,4.69241092494e-06,1.46688612054e-05
1932,ICHORT,9.14760695288e-06,7.06178188972e-06,1.32787139885e-05,1.01651177092e-05,9.919e-06,1.05551702225e-05,1.3992202087e-05
1933,ICL,0.0212060795,0.0252370881,0.0046604353,0.0067850944,0.0026920354,0.0112651581,0.0023721984
1934,ICYSDS,0.000928398,0.0009351154,0.0008915816,0.001060724,0.0011145601,0.0007575919,0.0010931253
1935,IDOND,8.62631270753e-06,1.04473014055e-05,1.27906827174e-05,1.31255898821e-05,,7.38051181067e-06,1.8009e-05
1936,IDOND2,8.62631270753e-06,1.04473014055e-05,1.27906827174e-05,1.31255898821e-05,,7.38051181067e-06,1.8009e-05
1937,IDOND_reverse,8.62631270753e-06,1.04473014055e-05,1.27906827174e-05,1.31255898821e-05,,7.38051181067e-06,1.8009e-05
1938,IDONt2rpp,,,,,,,
1939,IDONt2rpp_reverse,,,,,,,
1940,IDONtex,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
1941,IDONtex_reverse,0.0046961238,0.0055180997,0.0056369543,0.0048173008,0.0038641146,0.0043003902,0.0040785396
